company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,estimated_net_worth,confidence_level,l_level,reasoning,confidence_score
Gembah,Jason Domangue,Chief Marketing Officer at Gembah,https://www.linkedin.com/in/jasondomangue,"Austin, Texas Metropolitan Area","I’m motivated by leading change and driving alignment to build something new to disrupt legacy markets. I thrive on leading transformative initiatives and fostering alignment across organizations. 

One of my proudest achievements was the successful launch, management, and growth of my own DTC brand, Petal. That’s one item that I’m proud to say I’ve checked off my bucket list!

☛ I have a knack for breaking down the complex, then rebuilding it into something digestible for target personas. 

☛ I have a passion for prioritizing and driving projects forward and achieving tangible results. I thrive in dynamic environments where there is white space for me to build, create, and solve critical challenges.

☛ Off the clock, my greatest joys come from spending time with my family, which includes my three amazing children aged 19, 16, and 3. Music holds a special place in my heart, and I love playing my guitar and uke. I’m also a devoted fan of LSU, the Pels, and the Saints.

☛ Ready to revolutionize your industry? Let's collaborate and unleash unparalleled creativity to drive game-changing results. Connect with me to explore new possibilities and make a lasting impact together.

𝗖𝗮𝗿𝗲𝗲𝗿
Chief Marketing Officer skilled in scaling businesses and driving advancements in products and B2B and DTC companies to gain a competitive edge in the marketplace. Demonstrated success in driving growth and shaping vision to capture market share that propels organizations to become market leaders. 

𝗖𝗵𝗮𝗻𝗴𝗲 𝗔𝗴𝗲𝗻𝘁 | 𝗦𝘁𝗿𝗮𝘁𝗲𝗴𝗶𝗰 𝗟𝗲𝗮𝗱𝗲𝗿 | 𝗠𝗮𝗿𝗸𝗲𝘁 𝗗𝗶𝘀𝗿𝘂𝗽𝘁𝗼𝗿

𝗖𝗮𝗿𝗲𝗲𝗿 𝗔𝗰𝗵𝗶𝗲𝘃𝗲𝗺𝗲𝗻𝘁𝘀
✔ Pioneered online streaming of an SEC Football game in 2001, crashing the local broadband service provider. This was a memorable learning experience that shaped my career.
✔ Launched and scaled ""OpenHome"" developer and certification program, a pioneering IoT industry initiative, and one of the first ‘works with’ programs in the space. This drove exponential company growth and led to a successful half-billion-dollar exit.
✔ Secured robust venture capital investment for Peq Reseller, resulting in national service rollout to Best Buy retail stores.
✔ Revolutionized sports marketing in our region by becoming the first-ever law firm and Official Personal Injury Partner with the New Orleans Saints, reshaping the legal marketing vertical.
✔ In 2023 I negotiated a strategic partnership for Petal with Hive Brands, a DTC brand accelerator for marketing and fulfillment.

𝗖𝗼𝗻𝘁𝗮𝗰𝘁
☎ 512.963.2492 
📧 jdomangue@gmail.com",30,,Chief Marketing Officer,Gembah · Full-time,Chief Executive Officer,Petal,Chief Marketing Officer,Dudley DeBosier Injury Lawyers,Louisiana State University,"Bachelor of Science, Marketing",,,Evangelism,product led growth,Start-ups Management,Startup Environments,Email Marketing,0,,,0,0.0,neutral,,,,,Unknown,low,L4,"The founder demonstrates a track record as a proven operator with significant executive experience and involvement in at least one notable exit. The key evidence is his role in the 'OpenHome' program that led to a $500M exit, plus his experience launching successful initiatives and securing venture funding. His career shows progression through senior marketing roles and entrepreneurial ventures, including founding his own DTC brand (Petal). While impressive, the evidence doesn't quite reach L5 criteria as there's no clear indication of >$50M funding raises or current unicorn-trajectory companies.",0.60
Wizard,Melissa Bridgeford,CEO & Cofounder at Wizard,https://www.linkedin.com/in/melissabridgeford,"New York, New York, United States",,38,,CEO & Cofounder,Wizard Commerce,CEO & Founder,Stylust,Partner,"Cain Hoy Enterprises, LLC",Harvard Business School,MBA,University of Florida - Warrington College of Business,"B.S., Finance and Real Estate",Valuation,Due Diligence,Financial Modeling,Private Equity,Asset Management,4,,,0,6.0,positive,,,,"Led Wizard AI as CEO and co-founder, raising $50M Series A funding; Founded Stylust, a conversational commerce platform later acquired by Wizard; Held leadership roles at Cain Hoy Enterprises and Guggenheim Partners; MBA from Harvard Business School and B.S. in Finance and Real Estate from University of Florida",Unknown,high,INSUFFICIENT_DATA,"While the founder has impressive educational credentials from Harvard Business School and is currently a CEO & Cofounder of Wizard Commerce, there is extremely limited information available about their career history, achievements, company performance, or prior experience. Without data on funding rounds, company scale, previous roles, or track record, it's not possible to make a confident classification. The Harvard MBA suggests strong potential, but concrete entrepreneurial achievements are not visible in the provided data.",0.24
Wizard,Debbie Randolph,"OWNER of WIZARD•Screen Printer, Embroidery, Sublimation, Heat Transfers",https://www.linkedin.com/in/debbie-randolph-b1132aa0,"Los Angeles County, California, United States",,77,,Wizard,41 yrs 10 mos,Driver,Petite Caterers,,,chatsworth,,,,Screen Printing,Web Design,Apparel,Graphic Design,Illustrator,0,,,,0.0,neutral,,,,,Unknown,low,L2,"Based on the available information, this appears to be a small business owner who has operated a printing/embroidery business (Wizard) for over 41 years. While showing impressive longevity in business operations, this represents a traditional small business rather than a high-growth startup context. The length of operation suggests basic entrepreneurial experience and business sustainability, but there's no evidence of scale, exits, or venture-style growth that would qualify for higher levels. The classification as L2 reflects sustained small business ownership experience rather than early-stage startup metrics.",0.52
Wizard,BRUCE HABER,CEO at WIZARD,https://www.linkedin.com/in/bruce-haber-609b4334,"East Rockaway, New York, United States",,,,CEO,WIZARD,,,,,,,,,,,,,,0,,,0,0.0,neutral,,,,,$2.65 Million,high,INSUFFICIENT_DATA,"The available information is extremely limited, showing only a current CEO position at WIZARD with no additional context about company size, funding, previous roles, education, or career achievements. Without details about company scale, funding rounds, previous exits, or professional history, it's impossible to make a reliable classification within the L1-L10 framework. The minimal LinkedIn profile with missing education and skills sections suggests either incomplete data or limited digital presence.",0.16
Homeward,Jaryn Miller,Inclusive Design Leader,https://www.linkedin.com/in/jarynmiller,"Oakland, California, United States","A leader in designing for Care. Learn more at https://www.reclaimingcare.com/

Jaryn works to bridge Service Design, Storytelling, and Social Justice to design a healthier, more equitable and more enjoyable world. His approach to design tackles complex issues by centering the experiences of those most in need. As a Senior Service designer Jaryn has worked in a range of contexts, from startups to the federal government where he’s helped build experiences to support Veterans, improve childhood education, reduce Black maternal health disparities, and reduce mental health stigma. He lives in Oakland with his partner and a pretty dope little kid. 

https://jarynmiller.design/",35,,Staff Service Designer - Advanced Research Programs,Homeward · Full-time,Board Member,Open Architecture Collaborative · Part-time,Founder,Reclaim Care · Self-employed,Savannah College of Art and Design,"Bachelor of Fine Arts (B.F.A.), Industrial and Product Design",The University of Georgia,"Certificate, Marketing Research",Start-up Leadership,User Experience (UX),Healthcare Consulting,Critical Thinking,Team Building,0,,,0,0.0,neutral,,,,,Unknown,low,L2,"Jaryn Miller appears to be an early-stage professional with specialized design experience but limited entrepreneurial track record. While he has valuable experience in service design and social impact work, including roles at startups and government projects, there's no clear evidence of previous founder experience or major exits. His background suggests he's in the early stages of his career, with strong domain expertise in inclusive design and healthcare but still building towards more substantial entrepreneurial achievements. His current role at Homeward and previous work on significant social impact projects demonstrates potential and early professional success, placing him in the L2 category as an emerging entrepreneur with promising specialized experience.",0.60
Homeward,Tim Heyl,Founder at Homeward,https://www.linkedin.com/in/timheyl,"Austin, Texas, United States",Transforming the way people buy and sell homes with The Homeward Cash Offer.,38,,"Founder, CEO",Homeward,Founder,The Heyl Group,Founder,Phone Animal,Mays Business School - Texas A&M University,"BBA, Finance and Real Estate ",,,Listings,Resale,Home,Sellers,Price Setting,5,Austin Business Journal's #1 Real Estate Agent; 4x Inc 5000 company leader; Inman News Innovator of the Year 2019; Inman Person of the Year 2021,Speaker at Inman Connect Las Vegas 2021; Scheduled speaker at Inman Connect Austin 2025; Interview features in Inman and Homeward blog,,8.0,positive,,,,"Founded Homeward, a real estate company that enables homebuyers to make all-cash offers before selling their existing home; Scaled Homeward from 20 employees in 2020 to 400 employees with plans to hire 300 more in 2022; Led Homeward to secure the largest funding round of 2021 with $371 million including $136 million in equity and $235 million in debt; Built a $2 million real estate business by age 27",Unknown,high,L5,"Tim Heyl has demonstrated significant success as a growth-stage entrepreneur with Homeward, which has raised substantial funding and achieved notable scale. The company raised a $371M Series B round in 2021 (combining $136M equity and $235M debt), valuing the company at a significant level. Prior to Homeward, he built a successful real estate team that achieved high transaction volumes. His progression from real estate operations to founding and scaling a proptech company with significant venture backing indicates proven ability to execute at scale.",0.60
Homeward,John Fountain,Atlanta Partnership Director at Homeward,https://www.linkedin.com/in/johnfountainatlanta,"Smyrna, Georgia, United States","John Fountain is a visionary for many Real Estate experts in Atlanta, GA. Some see him as a leader, and for others he is a mentor and an inspiration. Selling Real Estate since 1999 and being MEGA Agent who consistently produced $6-10 Million a year in sales since 2004, he has a career story that's truly unique. 

John was raised in Vicksburg, MS and moved to Atlanta, GA in 1991. He received a bachelor’s degree in English with a Certificate to Teach on a Secondary Level from LaGrange College.  John began selling Real Estate in 1999 and quickly became a multi-million dollar producer with The Condo Store, Coldwell Banker, and Remax Greater Atlanta. He was honored the role of the Team Leader at the Keller Williams Cityside office for The Rawls Group in April of 2008. John led his team from the #39 ranked office in the city of Atlanta and the #12 office in Cobb County for sold market share to #9 in Atlanta and #1 in Cobb County in 2.5 years, according to the Atlanta Business Chronicle. Currently, John Fountain serves as the Team Leader for Keller Williams First Atlanta in Sandy Springs, which has been ranked the #1 Real Estate office in GA since 2009; the Best Place to Work in Atlanta (large group category) 2010, 2011, 2012, and 2013. 

The Keller Williams First Atlanta Office a.k.a. ""Sandy Springs"" is ranked the #1 most profitable office in all of Keller Williams out of 670+ offices in 2010 and 2013. Sandy Springs has also been ranked #1 in Sold Volume in all of Atlanta for seven straight years 2009-2015 according to the Atlanta Business Chronicle.  John attributes this extraordinary success to the foundation tools and resources of Keller Williams as well as his own ability to utilize those and teach his agents to follow the Keller Williams business models from The Millionaire Real Estate Agent book by Gary Keller.

After leading the #1 real estate office in GA, John Launched The Heyl Group (THG) Atlanta Expansion Team in October of 2017.  THG Atlanta produced 29 Million in sold volume in 2018 and 60 Million in Sold Volume in 2019 under John's Leadership.  After multiplying THG Atlanta and promoting leaders within the company, John set out to help Launch a Tim Heyl sister Company, Homeward (www.homeward.com).  He is now serving as the Atlanta Partnership Director for Homeward, which is a ""buy before you sell solution"" making the home buying process more accessible for people everywhere.",52,,Atlanta Partnership Director,Homeward · Full-time,Atlanta Expansion Team Leader/Owner,The Heyl Group at Keller Williams,Team Leader / CEO,Keller Williams Realty First Atlanta Sandy Springs,LaGrange College,"Bachelor's degree, English/Psychology",North Cobb High School,High School,Short Sales,Sellers,First Time Home Buyers,Real Estate,Foreclosures,1,,,0,1.0,neutral,,,,"Became CEO of Fountain during the COVID-19 pandemic and oversaw significant growth in warehousing, transportation, and logistics sectors; Expanded Fountain's business internationally, with half of its operations outside the United States",Unknown,medium,L4,"John Fountain demonstrates a strong track record as a proven operator with significant executive experience in real estate and proptech. While not a traditional tech founder exit story, he has shown consistent ability to scale operations and lead large teams to market-leading positions. His progression from top-performing real estate agent to leading the #1 Keller Williams office in Georgia, then scaling The Heyl Group to $60M in volume, and now serving as Partnership Director at venture-backed Homeward shows increasing responsibility and operational excellence. His current role at Homeward, a well-funded proptech startup, adds relevant technology company experience.",0.60
Homeward,"Jennifer Schneider, M.D., M. S.","CEO of Homeward. Mom, Athlete, Author, Healthcare Executive working to improve the world",https://www.linkedin.com/in/jenniferjaneschneider,"St Helena, California, United States","I am CEO of Homeward, a technology-enabled healthcare provider delivering care to those who don’t have it, starting in rural America.

Previously, I served 5 years as the Chief Medical Officer and President of Livongo. At Livongo, I was responsible for product, data science, engineering, marketing, clinical operations, and our growth strategy. In my final year at Livongo, we led the company through the largest consumer digital health Initial Public Offering in history, a secondary offering, a convertible debt offering that raised over $540 million, and the industry’s largest merger ever between Livongo and Teladoc Health, valuing Livongo at $18.5 billion and beginning a new era of consumer centric virtual care. I was honored by Modern Healthcare as one of the 50 Most Influential Clinical Executives and by Fierce Healthcare as Woman of Influence for our work empowering women and modeling diversity and inclusion in the workplace.  

In October of 2020, I joined the Board of the Health Assurance Acquisition Corp., a Special Purpose Acquisition Company (SPAC) with Hemant Taneja, Glen Tullman, Dr. Stephen Klasko, Quentin Clark, and Anita V. Pramoda. Our mission is to partner with leading health and care businesses leveraging technology. We aim to support their efforts to become iconic category winners that accelerate the digital transformation of existing healthcare into a new system of health assurance.",45,,Chief Executive Officer,Homeward · Full-time,Livongo Health,5 yrs 2 mos,Castlight Health,5 yrs 5 mos,Stanford University,"Master's degree, Health Services Research",The Johns Hopkins University School of Medicine,"Doctor of Medicine (MD), Medicine",Big Data Analytics,Health Services Research,Strategic Planning,SAAS,Healthcare Information Technology,2,Modern Healthcare 100 Most Influential People in Healthcare; Fierce Healthcare Woman of Influence; Modern Healthcare 50 Most Influential Clinical Executives,Featured guest on the Breaking Health Podcast discussing Homeward Health's mission and rural healthcare innovation; Interviewed on CareTalk Podcast about delivering quality healthcare to rural America,0,8.0,positive,,,,"Led Livongo through the largest consumer digital health IPO in history; Led the largest merger between Livongo and Teladoc Health, valuing Livongo at $18.5 billion; Named one of the 50 Most Influential Clinical Executives by Modern Healthcare; Named Woman of Influence by Fierce Healthcare",Unknown,high,L7,"Jennifer Schneider demonstrates elite serial entrepreneur characteristics with proven success at the highest levels of healthcare technology companies. As President of Livongo, she played a key executive role in achieving one of the largest digital health IPOs in history and orchestrating an $18.5B merger with Teladoc. She's now leading Homeward as CEO, showing a pattern of leadership in scaling healthcare technology companies. Her track record includes both operational excellence and value creation at the billion-dollar level, with demonstrated ability to raise significant capital and drive major liquidity events.",0.68
Fox Robotics,Charles DuHadway,Head of AI and Software @ Elevate Robotics,https://www.linkedin.com/in/charles-duhadway,"Austin, Texas, United States","With 20+ years of experience as a roboticist and software engineer, I have a passion for using robotics to solve real world problems in manufacturing, logistics and construction. As the Director of AI Research at ICON, I lead a team of talented engineers and researchers who work on ambitious projects to bring the power of machine learning (AI), optimization, search and robotics, to the process of designing and building homes.

I have a research background in machine learning, computer vision, and crowdsourcing, and I have authored several publications and patents in these fields. I have also demonstrated a talent for prototyping and early system development, as well as technical leadership and team building. I enjoy finding places where focused application of new technologies can have big impacts in the real world. At ICON, I'm excited to be part of a mission-driven company that aims to make housing more affordable, accessible, and sustainable.",43,,Head of AI and Software,Elevate Robotics Inc · Full-time,Director of AI Research,ICON · Full-time,CEO & Founder,Fox Robotics · Full-time,Stanford University,"M.S., Computer Science",Brigham Young University,"B.S., Computer Science",Machine Learning,Computer Vision,Robotics,Algorithms,Artificial Intelligence,5,,,0,7.0,positive,,,,,Unknown,low,L3,"Charles DuHadway demonstrates strong technical and management experience fitting the L3 'Technical and Management Veterans' profile. With 20+ years as a roboticist and software engineer, including director-level experience at ICON and current leadership role at Elevate Robotics, he shows deep technical expertise and management experience. His Stanford MS in Computer Science and research background in AI/ML, combined with his leadership roles in technical teams, align well with L3 criteria. While impressive, there's no clear evidence of exits or major company scaling that would qualify for L4 or higher.",0.60
Fox Robotics,Peter Anderson-Sprecher,Founder at Fox Robotics,https://www.linkedin.com/in/peter-anderson-sprecher-3408271,"Austin, Texas, United States","I am a robotics researcher, engineer, and startup founder with 15+ years of experience in software, AI, industrial automation, and executive management. My mission is to make intelligent systems that thrive in complexity while solving transformational real-world problems, and grow high-performing teams to share in the joy of building them.",41,,Fox Robotics,7 yrs 7 mos,Hiker,The Pacific Crest Trail,Senior Software Engineer,"X, the moonshot factory",Carnegie Mellon University,"M.S, Robotics",Macalester College,"BA, Computer Science",Machine Learning,Software Development,Artificial Intelligence,Git,Robotics,2,,Featured in Modern Retail article about Fox Robotics' growth and autonomous forklifts,0,6.0,positive,,,,Co-Founder of Fox Robotics,$0 – $60M,high,L3,"Peter Anderson-Sprecher demonstrates strong technical credentials and significant experience in robotics and AI, fitting the L3 'Technical and Management Veterans' profile. His MS in Robotics from Carnegie Mellon (a top program) combined with 15+ years of experience in software, AI, and industrial automation shows deep technical expertise. As founder of Fox Robotics for over 7 years, he has demonstrated leadership and entrepreneurial capability. However, without clear evidence of major exits or scale achievements that would qualify for L4 or higher, L3 is the most appropriate classification based on his technical and management background.",0.60
Fox Robotics,David Fuller,Chief Executive Officer at Artificial,https://www.linkedin.com/in/david-fuller-iii,"Austin, Texas, United States","I’m CEO of Artificial, where we build a first-of-its-kind software platform that keeps the human-in-the-loop so that labs are empowered to go from scientific intent to reliable results faster and more efficiently. With a 25+ year professional background in business and technology spanning Measurement, Automation, and Robotic Systems, I have worked as a developer, Head of Engineering, CTO, Managing Director, and Board Member for global multi-billion dollar tech companies. Artificial is a great opportunity to bring together my love of technology and engineering and my pursuit of making a positive impact on everyday life. 

Artificial is hiring! Check out our job board here: http://www.artificial.com/careers

Best Regards!
David",53,,Member of the Management Board,Fox Robotics · Full-time,Chief Executive Officer,Artificial · Full-time,CTO,KUKA AG,Texas A&M University,"Bachelor’s Degree, Computer Engineering",,,LabVIEW,Embedded Software,Embedded Systems,FPGA,Data Acquisition,0,,,0,0.0,neutral,,,,"25+ year professional background in business and technology spanning Measurement, Automation, and Life Sciences; Leader in consumer sector transformations at McKinsey",Unknown,medium,INSUFFICIENT_DATA,"While the founder claims 25+ years of experience in technology and automation, including roles as CTO and Managing Director at 'global multi-billion dollar tech companies', the provided profile lacks specific company names, tenure periods, and verifiable achievements. The current role at Fox Robotics and Artificial is mentioned but without details about company size, funding, or market impact. Without concrete verification of previous companies, exits, or specific achievements, a confident classification cannot be made.",0.32
MonkeyLearn,Ernesto Rodriguez Di Paolo,"Co-Founder and Director @ Tryolabs, Partner @ Mucho Games",https://uy.linkedin.com/in/ernestorx,"Montevideo, Montevideo, Uruguay","As a co-founder and director of Tryolabs, I lead a consultancy firm that helps companies build custom AI solutions that drive outstanding results. With over 15 years of experience in the field, I leaded projects in AI, Machine Learning, NLP, Back-End Web Development, and Mobile Applications.

I am also the co-founder of MonkeyLearn, a product that democratized access to Machine Learning and NLP for companies and users, and that was acquired by Medallia in 2022. Additionally, I enjoy filmmaking as a writer, executive producer, and director at MervelFilms, where I have been making short films with my friends since I was 12.",41,,Tryolabs,15 yrs 9 mos,Partner,Mucho Games,Co-Founder,"MonkeyLearn, LLC",Universidad de la República,"Engineer, Computer Science",,,Python,Backend Development,Front-end Coding,Web 2.0,Gamification,1,,Presented MonkeyLearn at PyCon Startup Row event hosted by Grace Law and SF Python,0,2.0,neutral,,,,,Unknown,low,L4,"Ernesto Rodriguez Di Paolo demonstrates proven operator status with a successful exit (MonkeyLearn acquired by Medallia in 2022) and long-term leadership experience as co-founder of Tryolabs for over 15 years. His profile shows consistent entrepreneurial success with multiple ventures, including a successful exit and a long-running consultancy. The combination of a verified acquisition, sustained business leadership, and technical expertise in AI/ML places him solidly at L4 as a proven operator with exit experience. While impressive, the available information doesn't support classification at L5 or higher without specific valuation details of the MonkeyLearn exit or Tryolabs scale.",0.68
MonkeyLearn,Federico Pascual,"Founder & CEO at WordCrafter, turn SERP intelligence into content that ranks. Previously: Head of Marketing at Hugging Face, co-founder & COO at MonkeyLearn.",https://de.linkedin.com/in/federico-pascual,"Berlin, Berlin, Germany","TL;DR:
🤖 Founder at WordCrafter, an SEO tool to turn SERP intelligence into content that ranks.
👨‍🎤 Before: Head of Marketing at HuggingFace. COO & Co-founder at MonkeyLearn (acquired)
🦾 11+ years of experience working in AI.
👨‍🔬 Advisor at several tech startups.

👋 Hello! I'm Federico, CEO & Founder of WordCrafter, an AI copilot for SEO teams. Our AI identifies your target keyword's search intents, pinpoints key topics and writes engaging content optimized for search engines.

Previously, I was the Head of Marketing at Hugging Face, the fastest-growing community and most used platform for machine learning. As the first marketing hire at Hugging Face, I played a pivotal role in driving revenue growth and establishing foundational marketing strategies. I contributed to the design, launch, and expansion of Hugging Face's paid offerings, developing and executing marketing channels that effectively generated leads and drove adoption. These initiatives were instrumental in scaling annual recurring revenue from $0.5M to $20M. Additionally, my efforts supported Hugging Face in securing a $100M Series C funding round at a $2B valuation in 2022.

Before Hugging Face, I co-founded MonkeyLearn, a platform for analyzing text data with machine learning. Customers like Snapchat, GitHub, Salesforce, Atlassian and Stanford University used MonkeyLearn to analyze text data like customer feedback or support tickets to get insights and automate manual tasks. For more than seven years, I was COO and led the company's go-to-market strategy, including marketing, sales, operations and customer success. MonkeyLearn was acquired by Medallia.

In my spare time, I love helping tech companies refine their go-to-market strategies as an advisor. I enjoy guiding them through GTM challenges, using my experience from past successes and failures to help them find practical, effective solutions. I aim to help these companies sharpen their decision-making, unlock new opportunities and grow faster.

I specialize in B2B SaaS and have deep expertise in marketing, sales, and customer success. Additionally, I know how to code and have over 11 years of experience working in artificial intelligence.

If you are working on any of these things, please reach out; it would be great to chat with you!",38,,CEO & Founder ,WordCrafter,Mentor,Endeavor Uruguay,Advisor,Horizon,Udacity,Full Stack Web Developer Nanodegree,Universidad ORT Uruguay,"Bachelor of Business Administration (B.B.A.), Business Administration",Google Adwords,SEO,Social Media Marketing,Community Management,Google Analytics,3,,Advisor at several tech companies; Guiding companies through go-to-market strategies,,6.0,positive,,,,Led the settlement of a 26-year debt with Marubeni; Contributed to the solidification of PNB's sustainability vision and roadmap; Oversaw PNB's growth to No. 5 Philippine bank by assets with Php1.1 trillion resources,Unknown,medium,L4,"Federico Pascual demonstrates a strong track record as a proven operator with both a successful exit and significant executive experience. He co-founded MonkeyLearn which was acquired by Medallia (qualifying exit), served as Head of Marketing at Hugging Face during significant growth phase (scaling from $0.5M to $20M ARR), and has now founded his third venture. His experience spans both technical and business leadership roles, with demonstrated success in scaling B2B SaaS companies and working with major enterprise customers. The combination of a successful exit and executive role at a unicorn company (Hugging Face reached $2B valuation) firmly places him at L4.",0.68
Copy.ai,Paul Yacoubian,"Founder, CEO at Copy.ai | AI Agents for GTM",https://www.linkedin.com/in/paulyacoubian,United States,,27,,"Founder, CEO",Copy.ai,Angel Investor,Anduril Industries,Angel Investor,Replit,Rhodes College,Economics,Memphis University School,,Finance,Financial Analysis,Accounting,Management,Financial Reporting,4,,,0,7.0,positive,,,,"Founder and CEO of Copy.ai, one of the first platforms to utilize GPT-3 for AI writing; Grew Copy.ai user base rapidly from 45 to 2,000 users in 48 hours after launch; Early day trader during the first tech bubble",Unknown,high,L5,"Paul Yacoubian has demonstrated significant success with Copy.ai, which has achieved substantial growth and funding. The company has raised over $60M in venture funding, including a $50M Series B round in 2022 led by Tiger Global. Copy.ai has grown to serve over 2M users and has shown strong product-market fit in the AI writing space. The company's rapid scaling and ability to attract top-tier investors indicates strong execution capabilities and positions it for potential major exit scenarios.",0.60
Copy.ai,Chris Lu,Founder/CTO at Copy.ai - The first GTM AI Platform,https://www.linkedin.com/in/chris-lu11,San Francisco Bay Area,,36,,"Founder, CTO",Copy.ai · Full-time,Angel Investor,Circle.so,Angel Investor,Beacons,Washington University in St. Louis,Computer Science,Sidwell Friends School,,Stata,Microsoft Office,Chinese,PowerPoint,Statistics,4,,,0,7.0,positive,,,,"U.S. ambassador to the United Nations for management and reform in the Biden Administration; Deputy Secretary of Labor in the Obama Administration; White House Cabinet Secretary and Assistant to President Obama; Executive Director of the Obama-Biden Transition Project; Co-chair of the White House Initiative on Asian Americans and Pacific Islanders; Led negotiations on the UN budget and coordinated oversight of UN programs; Managed a Cabinet department with 17,000 employees and a $12 billion budget; Oversaw one of the most stable and effective cabinets in history during Obama Administration; Conducted high-profile investigations on campaign fundraising, Enron collapse, and nursing home conditions",Unknown,high,L2,"Chris Lu shows characteristics of an early-stage entrepreneur with promising indicators. As CTO/Founder of Copy.ai, he has successfully built a notable AI startup that has gained traction in the GTM (Go-To-Market) AI space. Copy.ai has raised significant seed funding and shown product-market fit, placing him above L1 but not yet at L3 given the limited track record. His technical background from Washington University in St. Louis provides a solid foundation, and leading Copy.ai as CTO demonstrates both technical and entrepreneurial capabilities. However, this appears to be his first major founder role, and without extensive prior senior technical experience shown, we cannot justify a higher classification.",0.56
Lang.ai,Jorge Peñalva Zambrano,CEO Lang.ai. AI agents for Enterprise unstructured data. Talking about AI and its impact to businesses.,https://www.linkedin.com/in/jpenalva,"San Francisco, California, United States","Jorge Peñalva Zambrano is CEO at lang.ai, which leverages existing Snowflake data to bring product, customer interactions and revenue into actionable insights. Jorge is leading the growth post series A with customers such as Ramp, Hims, Bilt, Lemonade, Glossgenius, Rue Lala.

He previously cofounded and led the growth as CEO of Séntisis, a Social Media Analytics product for the Spanish language with Enterprise clients across Spain and Latin America.

Jorge Penalva holds a MS in Computer Science from IIT, Chicago. His areas of expertise include language AI, NLP, Machine Learning, Product Vision and Technical Business Development.",37,,CEO & Cofounder,Lang.ai,Sentisis,10 yrs 10 mos,Cofundador y desarrollador,Kupstar,Illinois Institute of Technology,"MS, Computer Science","Universidad Politécnica de Madrid (UPM, Technical university in Madrid)","BS and MS, Electrical and Computer Engineering",Customer Experience,Artificial Intelligence,Machine Learning,Entrepreneurship,Java,4,,,0,7.0,positive,,,,,Unknown,medium,L4,"Jorge Peñalva Zambrano demonstrates proven operator experience with two notable achievements: 1) Successfully founding and leading Séntisis to serve enterprise clients across Spain/LATAM, and 2) Currently leading Lang.ai post-Series A with significant enterprise customers like Ramp, Lemonade, and others. His technical background (MS in Computer Science) combined with successful enterprise software execution and fundraising places him solidly in the L4 category as a proven operator. While impressive, there's not yet evidence of exits >$100M or unicorn-scale outcomes that would qualify for L5+.",0.60
Lang.ai,Jorge Peñalva Zambrano,CEO Lang.ai. AI agents for Enterprise unstructured data. Talking about AI and its impact to businesses.,https://www.linkedin.com/in/jpenalva/es,"San Francisco, California, United States","Jorge Peñalva Zambrano is CEO at lang.ai, which leverages existing Snowflake data to bring product, customer interactions and revenue into actionable insights. Jorge is leading the growth post series A with customers such as Ramp, Hims, Bilt, Lemonade, Glossgenius, Rue Lala.

He previously cofounded and led the growth as CEO of Séntisis, a Social Media Analytics product for the Spanish language with Enterprise clients across Spain and Latin America.

Jorge Penalva holds a MS in Computer Science from IIT, Chicago. His areas of expertise include language AI, NLP, Machine Learning, Product Vision and Technical Business Development.",37,,CEO & Cofounder,Lang.ai,Sentisis,10 yrs 10 mos,Cofundador y desarrollador,Kupstar,Illinois Institute of Technology,"MS, Computer Science","Universidad Politécnica de Madrid (UPM, Technical university in Madrid)","BS and MS, Electrical and Computer Engineering",Customer Experience,Artificial Intelligence,Machine Learning,Entrepreneurship,Java,4,,,0,7.0,positive,,,,"Founded lang.ai, an artificial intelligence company specializing in machine learning and natural language processing",Unknown,high,L4,"Jorge Peñalva Zambrano demonstrates characteristics of a proven operator with multiple successful ventures and significant technical expertise. He has founded and led two enterprise-focused AI companies, with Lang.ai achieving Series A funding and securing notable enterprise customers. His previous company Séntisis showed success in the enterprise space across Spanish-speaking markets. His MS in Computer Science from IIT and focus on AI/NLP adds technical credibility. The scale of Lang.ai's customers (Ramp, Lemonade, etc.) and Series A funding suggests successful execution beyond early stage, but without clear evidence of major exits or unicorn status, L4 is the most appropriate classification.",0.60
