company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,estimated_net_worth,confidence_level,l_level,reasoning,confidence_score
Cloneable,Patrick Lohman,CEO @ Cloneable.ai,https://www.linkedin.com/in/patrick-lohman-a6b18b24,"Raleigh, North Carolina, United States",Solving enterprise problems with intelligent automation + deep tech.,40,,Founder & CEO,Cloneable.ai · Full-time,PrecisionHawk,10 yrs 9 mos,Business Development Manager,RMS Safety & Ergonomics,Indiana University Bloomington,"M.S., Kinesiology, Ergonomics",Ball State University,"B.S. Exercise Science, Kinesiology, Business Administration",Certified Strength & Conditioning Specialist (CSCS),Ergonomics,Kinesiology,Biomechanics,Injury,5,,Embedded Vision Summit 2024,,6.0,neutral,,,,"Recognized expert in Artificial Intelligence and Machine Learning, with a focus on Natural Language Processing (NLP)",,medium,INSUFFICIENT_DATA,"The available information is extremely limited, making it impossible to confidently classify this founder above the 0.60 confidence threshold. While we can see they are currently a CEO/Founder of Cloneable.ai and have an MS in Kinesiology, critical information is missing about: prior work experience, company traction/funding, previous startups or exits, professional achievements, and career timeline. The significant gap between their education in Kinesiology and current role in AI/automation also requires additional context to properly evaluate their trajectory.",0.24
Sakana AI,David Ha,🎏,https://jp.linkedin.com/in/hardmaru,"Tokyo, Japan",🐟🐠🐡🧠,39,,Co-Founder,Sakana AI · Permanent,Research Scientist,Google,Managing Director,Goldman Sachs,The University of Tokyo,"Doctor of Philosophy - PhD, Multidisciplinary Sciences",University of Toronto,"Bachelor of Applied Science (B.A.Sc.), Engineering Science",Prompt Engineering,Derivatives,Machine Learning,,,7,"Led Google Brain Research team in Japan; Recognized as a leading AI researcher with publications at NeurIPS, ICLR, ICML, GECCO, Artificial Life, Collective Intelligence",Interview on Google Research Retrospectives podcast; Featured in Bloomberg interview; Participated in AI and machine learning conferences,,8.0,positive,,,,"Co-founded Grasshopper, a successful virtual phone system acquired for $165 million; Named in Inc. magazine's 30 under 30 list in 2011 along with co-founder Siamak Taghaddos; Authored a chapter on student entrepreneurship; Led AI research at Stability AI; Co-founded and serves as CEO of Sakana AI, a leading generative AI research lab in Tokyo",Not publicly disclosed; likely substantial given successful exits and leadership roles,high,L6,"David Ha (hardmaru) is a recognized thought leader and innovator in AI/ML with significant technical contributions and industry impact. While Sakana AI is his first founder role, his previous work at Google Brain and extensive research contributions position him as a market innovator. He's known for pioneering work in neural networks, reinforcement learning, and AI research that has influenced the field. His recent founding of Sakana AI with Llion Jones (co-author of the Transformer paper) has attracted significant attention and investment from major players in AI.",0.68
Sakana AI,David Ha,Amazonpay Japan - Head of Data Analytics and Data Engineering,https://jp.linkedin.com/in/yosuke-nishimura-a9a062141/en,"Tokyo, Tokyo, Japan",2020年データミックス修了、「データサイエンスを用いてビジネス上インパクトある成果を出す」ことにこだわり、Kaggle挑戦やディープラーニング独学中,35,,データスペシャリスト,Amazon · Permanent,マーケティング,（株）ミスミグループ本社 · Permanent,コンサルタント,船井総合研究所 · Permanent,The University of Tokyo,法学政治学,,,事業計画,ファシリテーション,情報技術 (IT),プログラミング,データサイエンス,5,Recognized as leader of one of Japan's emerging national AI champions,Interview on Google Research Retrospectives podcast (March 2024); Featured guest on Lux Capital podcast discussing AI and career journey (February 2024),,8.0,positive,,,,"Co-founder of Grasshopper, a successful virtual phone system serving entrepreneurs; Grasshopper acquired by Citrix Systems for $170 million in 2015; Named in Inc magazine's 30 under 30 list in 2011 with co-founder Siamak Taghaddos; Founding member of National Entrepreneurs' Day; Authored a chapter on student entrepreneurship","Estimated in the range of tens of millions USD, considering the $170 million acquisition of Grasshopper where he retained significant ownership",high,L3,"Based on the available information, David Ha appears to be a technical veteran with significant experience in data analytics and engineering at a major tech company (Amazon). His current role as Head of Data Analytics and Data Engineering at AmazonPay Japan indicates senior technical leadership experience. His education from The University of Tokyo (a prestigious institution) and progression to a leadership role at Amazon suggests solid technical and management capabilities. However, there's no clear evidence of prior startup founding experience or exits.",0.52
Sakana AI,David Ha,Financial Crime Compliance APAC | MLRO | Regulatory Compliance Professional,https://www.linkedin.com/in/lulu-lee-121b1034,Singapore,"Senior Financial Crime and Compliance professional with c.18 years experience in global investment banks across Hong Kong and Singapore. Strategic thinker with strong analytical, problem-solving, and excellent communication skills. Successful track record in supporting and managing relationship with regulators, and partnering with business management to identify risks and develop suitable mitigation strategies. 

Skilled in Financial Crime Compliance, Regulatory Compliance, AML/CDD/ABC/Sanctions and fraud risk.",43,,"Senior Manager, Financial Crime & MLRO",CLSA,Sanctions/Financial Crime Compliance Oversight,Agoda · Contract,Professional development,Career Break,Edinburgh Napier University,"Bachelor of Arts - BA, Financial Services",,,Knowledge Acquisition,International Relations,Regulatory Requirements,Attention to Detail,APAC,5,"Led a $30 million founding seed round backed by Lux Capital, indicating strong industry recognition",Interview on Google Research's Research Retrospectives podcast (March 2024); Featured in Lux Capital podcast discussing AI and career journey,,8.0,positive,,,,"Co-founder of Grasshopper, a virtual telephone service acquired for $170 million; Named in Inc magazine's 30 under 30 list in 2011; Founding member of National Entrepreneurs' Day; Co-founder and CEO of Sakana AI, a leading generative AI research lab in Tokyo; Co-founded the Magenta team at Google and organized the first ML for Creativity and Design symposium at NeurIPS",Not publicly disclosed,high,L3,"David Ha demonstrates strong technical and management experience in financial services, particularly in compliance and risk management, with approximately 18 years of experience in global investment banks. While he has significant domain expertise and senior management experience, there's no clear evidence of prior entrepreneurial ventures or exits. His profile aligns with L3 'Technical and Management Veterans' classification due to his extensive industry experience and senior roles, though this appears to be his first venture into entrepreneurship with Sakana AI.",0.60
Sakana AI,David Ha,AI Sales Consultant & PM | Led End-to-End CV Products in Manufacturing & Food Service | Aspiring U.S. Founder,https://jp.linkedin.com/in/kosuke-somemori,Japan,,23,,Arithmer,Permanent · 1 yr 2 mos,ココネ株式会社,Permanent · 1 yr 1 mo,,,The University of Tokyo,"Master of Engineering - MEng, System Innovations",Chalmers University of Technology,,データ解析,プロジェクトマネジメント,Python (プログラミング言語),SNS運用,英語,7,Led Sakana AI to a $1.5 billion valuation within a year of founding; Backed by Nvidia and Japan's three megabanks including MUFG,Interview on Google Research Retrospectives podcast (March 2024); Interview with Bloomberg (2024); Featured on Lux Capital podcast (February 2024),,8.0,positive,,,,"Former head of Google AI research in Japan; Led research at Stability AI; Co-founder and CEO of Sakana AI, recognized as an emerging national AI leader for Japan; Studied computer science and machine learning at University of Toronto, worked alongside Geoffrey Hinton; Published influential anonymous blog on AI experiments during early career",Not publicly disclosed; no reliable estimate available,medium,L1,"Based on the available information, this founder appears to be at the nascent stage (L1) of their entrepreneurial journey. The profile shows limited professional experience (just over 1 year at Arithmer) and a recent Master's degree from the University of Tokyo. While the educational background from a prestigious institution shows potential, there's no evidence yet of significant entrepreneurial achievements, exits, or company building experience. The current role and brief work history align with the L1 definition of '<2 years professional experience OR first-time founder OR recent graduate.'",0.60
Sakana AI,Llion Jones,Professional,https://jp.linkedin.com/in/llion-jones-9ab3064b,"Tokyo, Japan",,41,,Co-Founder,Sakana AI · Self-employed,AI Research Scientist,Stealth Startup · Self-employed,Software Engineer,Google,The University of Birmingham,"Masters in Advanced Computer Science, Computer Science",The University of Birmingham,"Computer Science and Artificial Intelligence, Artificial Intelligence",Software Engineering,Python,Subversion,Algorithms,C++,15,Co-author of the seminal paper 'Attention Is All You Need' (2017),NTT R&D Forum 2023 keynote and technical talk; Venture Café Global Institute speaker 2025,,8.0,positive,,,,"Co-author of the seminal 2017 paper 'Attention Is All You Need,' which introduced the Transformer model foundational to modern generative AI systems like ChatGPT.; Played a major role during a 12-year career at Google in advancing pre-training techniques for language models and solving complex natural language and translation problems.; Named the influential paper's title 'Attention Is All You Need,' reflecting his British roots.; Co-founded Sakana AI, a cutting-edge AI startup in Tokyo, serving as CTO.",Not publicly disclosed.,high,L6,"Llion Jones is a significant technical innovator and thought leader, best known as one of the co-authors of the landmark 'Attention Is All You Need' paper that introduced the Transformer architecture, revolutionizing AI/ML. He was a key researcher at Google Brain/Google Research for many years, contributing to fundamental advances in machine learning. He has now co-founded Sakana AI, which has raised significant funding ($30M seed round) and is positioned as a potential major player in AI research and development. His technical contributions have had industry-wide impact, with the Transformer architecture becoming the foundation for models like GPT, BERT, and other large language models.",0.68
Sakana AI,Ren Ito,Co-Founder | SakanaAI,https://uk.linkedin.com/in/renitomail,United Kingdom,"Ren Ito is the Co-Founder and COO of Sakana AI, Japan’s fastest unicorn after one year in business, backed by Nvidia and a broad spectrum of Japanese enterprises. Previously, Ren was CEO of Mercari Europe, Japan's first unicorn. Before tech, Ren spent 15 years as a Japanese diplomat where he worked on the security alliance with the US, negotiated a free trade agreement with the EU, and represented Japan at the World Bank board.  Ren is Senior Fellow at NYU Law School and is the youngest member of the Trilateral Commission.",40,,Co-Founder,Sakana AI · Full-time,Senior Fellow,NYU School of Law,Member,The Trilateral Commission,Stanford University,Master of Arts - MA,New York University School of Law,"LL.M., Law",International Law,Public Diplomacy,Policy Analysis,Foreign Policy,Political Science,15,Youngest member of the Trilateral Commission; Senior Fellow at New York University (NYU) School of Law,Speaker at Les Rencontres Economiques 2025 on AI revolution,,8.0,positive,,,,"Led global expansion and IPO of Mercari Europe, achieving a $6 billion valuation; Held key diplomatic positions in Japanese Foreign Service for 15 years, including representing Japan at the World Bank board; Contributed to public policy debates on technological innovation and international politics; Co-founded and led AI startup Sakana AI; Held COO position at Stability AI, a UK-based unicorn startup",Not publicly disclosed,high,L6,"Ren Ito demonstrates exceptional leadership experience and proven ability to scale unicorn companies. As CEO of Mercari Europe (Japan's first unicorn) and now co-founder of Sakana AI (Japan's fastest unicorn), he has demonstrated repeated success at the highest levels of tech entrepreneurship. His unique background as a senior diplomat (15 years) and current positions (NYU Law Senior Fellow, Trilateral Commission) show exceptional thought leadership and industry influence. The combination of successfully leading a unicorn company (Mercari) and then co-founding another rapid unicorn (Sakana AI) places him solidly at L6 as a Market Innovator and Thought Leader. While his achievements are approaching L7 territory, we need more specific exit data to classify him at that level.",0.68
Galen Data,Priyanka Shrestha,Founder @ Galen AI (YC X25) | CS @ Stanford,https://www.linkedin.com/in/priyanka-shrestha-,San Francisco Bay Area,Building Galen AI,25,,Founder,Galen AI (YC X25) · Full-time,Research Assistant,Stanford University School of Medicine,Research Assistant at Engelhardt Research Group,Gladstone Institutes,Stanford University,"Master's degree, Computer Science (Artificial Intelligence)",Y Combinator,X25,Python (Programming Language),Writing,C++,Java,R (Programming Language),0,,,,0.0,neutral,,,,Selected as co-chair of the Multicultural Employee Resource Group (ERG) at BSC Group; Passionate climate activist with a background in environmental science and youth-driven advocacy; Completed multiple degrees including Honors Bachelor's in Environmental Science (Climate Change major) and BBA from Amity University Online,,medium,L2,"The founder shows strong academic credentials from Stanford (CS/AI) and has been accepted into Y Combinator's X25 batch, indicating early promise and potential. The YC acceptance is particularly notable as it suggests their venture passed rigorous screening. However, this appears to be their first founder role with limited prior professional experience shown. The combination of elite education background and YC backing places them above L1 but their early stage in the entrepreneurial journey keeps them at L2.",0.60
Galen Data,Abbas Dhilawala,Engineering Leader | Startup Founder,https://www.linkedin.com/in/abbasidhilawala,"Houston, Texas, United States","I am CTO at Matrix One where we provide software solutions to MedTech industry. I have over 20 years of experience in product development, strategic planning, software architecture, team building, and mentoring, with a deep understanding of healthcare, medical device software, regulations, and standards.

At my current job, I am responsible for the product engineering, and I lead a hybrid team of engineers, developers, and designers in creating a cloud native, extremely scalable solutions that meets the needs and expectations of our customers and partners. My mission is to enable medical device companies to innovate and improve patient outcomes through cloud based software technologies.",46,,CTO,Matrix One · Full-time,CTO and Co-founder,Galen Data (Acquired by Matrix One) · Full-time,"Tietronix Software, Inc.",15 yrs 9 mos,University of Houston-Clear Lake,"Masters Of Science, Software Engineering",Hemchandracharya North Gujarat University,"B.E, Information Technology",Team Management,Engineering Management,Software as a Service (SaaS),Cloud Applications,Cloud Computing,3,,Project Medtech Podcast Episode 60 (2021),,6.0,positive,,,,"Co-founder and CTO of Galen Data, leading development of enterprise-grade software for medical devices with FDA Class I, II, III and CE Marking compliance; Over 15 years of experience in medical device software development, architecture, and regulatory standards; Led technical teams at Tietronix Software to create FDA and CE Marking cleared medical device software",,medium,L3,"Abbas Dhilawala demonstrates the key characteristics of an L3 Technical and Management Veteran based on his extensive technical leadership experience and deep domain expertise in medical device software. His 20+ years of experience in product development and software architecture, combined with his current CTO role and Masters in Software Engineering, align with the L3 criteria for technical and management veterans. While he has significant experience, there's no clear evidence of major exits or scale achievements that would qualify for L4 or higher.",0.60
Play AI,Mahmoud Felfel,Co-founder & CEO @ PlayAI,https://www.linkedin.com/in/mahmoud-felfel,United States,,35,,Co-Founder & CEO ,PlayAI,Software Engineer,WhatsApp · Full-time,dubizzle,5 yrs 7 mos,Mansoura University,"Bachelor of Engineering (B.E.), Electronics and Communications Engineering",,,JavaScript,AngularJS,Firebase,jQuery,CSS,5,,VOICE & AI 2023 media stage interview; AI Salon Conversation 2024,,7.0,positive,,,,"Co-founded PlayAI, which secured $21 million in seed and pre-seed funding from notable investors including Kindred Ventures, Y Combinator, Race Capital, and Soma Capital.; Played a key role in developing PlayAI's platform for generative speech and voice cloning, advancing AI voice technology.; Worked as a Software Engineer at WhatsApp contributing to mobile app development for feature phones.; Held senior engineering roles at dubizzle and Incorta, and led a team at newthinkers.",Estimated between $0 and $60 million (₹0 – ₹500+ crore) based on available financial insights.,high,L1,"Based on the available information, this appears to be a first-time founder with limited professional experience shown. The founder has an engineering background from Mansoura University but shows only one professional role as Co-founder & CEO of PlayAI. The lack of prior work experience and the fact this appears to be their first startup venture aligns with the L1 'Nascent Founders with Potential' classification. The engineering education provides technical foundation, but there's no evidence yet of significant entrepreneurial achievements or prior company-building experience.",0.60
Windsurf,Varun Mohan,"Co-Founder & CEO, Windsurf",https://www.linkedin.com/in/varunkmohan,"Sunnyvale, California, United States",,29,,Co-Founder and CEO,Windsurf · Full-time,Nuro,3 yrs 5 mos,Software Engineering Intern,Databricks,Massachusetts Institute of Technology,"Master of Engineering - MEng, Computer Science",Massachusetts Institute of Technology,"Bachelor’s Degree, Electrical Engineering & Computer Science, Minor in Mathematics",Java,C++,Python,HTML,JavaScript,5,,Featured guest on a startup-focused podcast discussing building a $1.3B startup and AI innovation (June 2025),,8.0,positive,,,,"Built and scaled Windsurf (formerly Codeium) to over 1 million users in four months[3]; Successfully pivoted company twice, from GPU virtualization to IDE plugin, then to standalone AI-powered IDE[2][3]; Raised significant venture capital from top-tier investors (Kleiner Perkins, General Catalyst, Greenoaks, Founder's Fund)[1][3]; Attracted enterprise customers such as JP Morgan and Dell[2][3]; Featured in major tech and business media for rapid growth and innovation in AI-powered software development[2][3][4]","Not publicly disclosed; as co-founder and CEO of a high-growth, well-funded startup, likely in the tens of millions USD range, but no official figures available[1][3][4]","Medium (company and funding details are well-documented, but personal net worth and external board positions are not publicly available)",L1,"Based on the available information, this appears to be a first-time founder with strong educational credentials but limited professional track record. The founder has a Master's degree from MIT in Computer Science, which provides technical foundation, but there's no substantial prior work experience or entrepreneurial history listed. The current company (Windsurf) appears to be their first founder role, placing them in the nascent founder category. While the MIT education suggests strong potential, the lack of proven operational or entrepreneurial experience aligns with L1 classification.",0.60
Windsurf,Daniel Creevey,GTM @ Windsurf,https://www.linkedin.com/in/daniel-creevey-b9605283,"San Francisco, California, United States",,32,,Strategic Account Executive,Windsurf · Full-time,Strategic Account Executive,Rubrik · Full-time,Enterprise Account Executive,Axiad · Full-time,Trinity College Dublin,"Bachelor of Arts (B.A.), Business and Political Science",,,Cyber-security,SaaS,Salesforce.com,Business Development,Sales,0,,,,,,,,,"Led legal representation in a decade-long litigation dispute involving an heir to the Aristocrat gaming machine empire, resulting in a favorable Court of Appeal ruling in 2022",,medium,L1,"Based on the available information, Daniel Creevey appears to be a nascent founder/operator with limited professional experience. His profile shows only one professional role as a Strategic Account Executive at Windsurf, and his educational background from Trinity College Dublin in Business and Political Science suggests he is relatively early in his career. The GTM (Go-to-Market) role at Windsurf indicates he's in a business development capacity rather than a founder role, and there's no evidence of prior founding experience or major scale achievements.",0.60
Windsurf,Douglas Chen,Co-founder at Windsurf,https://www.linkedin.com/in/douglaspchen,San Francisco Bay Area,,29,,Co-Founder,Windsurf · Full-time,Machine Learning Engineer,Facebook,Research Engineer,Matician Inc.,Massachusetts Institute of Technology,"Bachelor of Science - BS, Computer Science and Engineering, Minor in Mathematics",,,C,C++,CUDA,Go,Java,15,Recognized for strong analytical skills and ability to convert complex algorithms into production code,Multiple interviews and public statements regarding AI and agentic coding,,8.0,positive,,,,"Co-founder of Exafunction, a startup focused on deep learning optimization; Co-founder of Codeium, involved in AI and coding tool development; Background as a Machine Learning Engineer at Facebook and Research Engineer at Matician Inc.; Experience at major tech companies including SpaceX, Microsoft, and Facebook Oculus VR",,medium,L1,"Based on the available information, Douglas Chen appears to be a nascent founder with strong academic credentials but limited professional experience. The profile shows he's a recent MIT graduate in Computer Science who has moved directly into founding Windsurf. While his educational background from MIT is impressive and indicates strong technical potential, there's no evidence of prior startup experience, exits, or significant professional achievements yet. This matches the L1 classification criteria for first-time founders with strong potential but minimal professional experience.",0.60
Windsurf,Sean Chang,Software Engineering @ Windsurf,https://www.linkedin.com/in/sean-chang-705a521b5,"Pittsburgh, Pennsylvania, United States",I am a junior studying Artificial Intelligence at Carnegie Mellon University’s School of Computer Science graduating in May 2022. My interests include NLP and deep learning. ,25,,Software Engineer,Windsurf · Full-time,Carnegie Mellon University,6 yrs 2 mos,Software Developer Intern,Epic · Internship,Carnegie Mellon University,"Bachelor of Science - BS, Artificial Intelligence",,,Research,Deep Learning,Computer Science,Artificial Intelligence (AI),Natural Language Processing (NLP),5,,"Lightcone Podcast interview on May 2, 2025",,7.0,positive,,,,**2022 Restaurateur Rookie of the Year** - Awarded by the Georgia Restaurant Association for Mukja Korean Fried Chicken[1].; **Atlanta Inno’s '25 Under 25' list (2020)** - Recognized for founding Mukja Korean Fried Chicken[2].; **Georgia Restaurant Association 'Rising Stars' list (2020)** - Recognized for founding Mukja Korean Fried Chicken[2].,No publicly available estimate for Sean Chang (restaurateur).,"medium (for restaurateur profile; information is available for restaurant and awards, but not for investments, board roles, or net worth)",L1,"Sean Chang appears to be a nascent founder/early career professional based on several clear indicators: He is a recent graduate from Carnegie Mellon University (BS in Artificial Intelligence, class of 2022), has minimal professional experience with only one role listed as Software Engineer at Windsurf, and shows no prior founding experience. This profile strongly aligns with the L1 classification criteria of '<2 years professional experience OR first-time founder OR recent graduate (<3 years)'.",0.68
Pollen Robotics,Jonathan Grizou,"Fractional AI Consultant | Data Science, Machine Learning & Robotics | Supporting Tech Start-ups",https://uk.linkedin.com/in/jonathangrizou,"Glasgow, Scotland, United Kingdom","Fractional AI Consultant | Data Science | Machine Learning | Robotics

Fractional consultant with over a decade of experience, specialising in helping startups and dynamic companies successfully deploy state-of-the-art technology, including Large Language Models (LLMs), Deep Learning, Embodied AI, Robotics, and Brain-Computer Interfaces.

https://www.grizai.com/

## Expertise & Impact

- Authored 40+ scientific publications at leading international conferences and journals (1,100+ citations) with substantial and recognised contributions to AI and Robotics.
- Provided strategic support and team leadership for tech companies and startups in San Francisco, Portland, Glasgow, London, Berlin, Paris, and Bordeaux.

## Work Approach

- Conduct structured, weekly 1:1 strategy and technical review sessions with CTOs and tech leaders.
- Direct management and leadership of specialised technical teams, fostering rapid development cycles.
- Prioritise effective knowledge transfer and team capability building to create long-term client autonomy.

Feel free to connect—I would be delighted to discuss your roadmap and explore how we can position your organisation at the leading edge of innovation.",37,,Fractional AI Consultant (via GrizAI),Entalpic,Fractional AI Consultant (via GrizAI),freetobook,Advisory Consulting (via GrizAI),Relativ.ai | Conversational Analytics,INRIA / Université de Bordeaux,"Doctor of Philosophy (PhD), Artificial Intelligence",INSA Toulouse - Institut National des Sciences Appliquées de Toulouse,"Engineer's degree, Electrical and Electronics Engineering",Stakeholder Engagement,Technical Communication,Emerging Technologies,Hands-on Technical Leadership,Technical Project Leadership,15,2nd place at Avatar XPRIZE with Pollen Robotics; Fellowship of Recognising Excellence in Teaching; Fellowship from the Learning Planet Institute,Conferences on AI and Robotics; Teaching MSc Robotics at CRI Paris; Teaching MSc AI at University of Glasgow; Design Thinking courses with industry partnerships,,7.0,positive,,,,"Co-founded Pollen Robotics, a recognized startup in robotics; Awarded Fellowship of Recognising Excellence in Teaching; Awarded a Fellowship from the Learning Planet Institute for AI research and teaching; Part of the STEM Ambassador network; Initiated and contributed to the Poppy Project, an open-source robotics education initiative used nationally in France",,medium,L3,"Jonathan Grizou demonstrates strong technical and research credentials with his PhD in AI and extensive publication record. His profile aligns with the L3 'Technical and Management Veterans' classification due to his deep technical expertise, academic achievements, and consulting experience in AI/robotics. While he has significant domain expertise, there's no clear evidence of major exits, company scaling, or executive roles at large tech companies that would qualify for L4 or higher. His current role as a fractional consultant and academic background suggests he's more of a technical expert than a proven operator with exits.",0.60
Pollen Robotics,Matthieu Lapeyre,Co-founder @ Pollen Robotics | Phd in Robotics | open source interactive humanoid designer | former researcher @ INRIA Flowers,https://fr.linkedin.com/in/matthieulapeyre,Greater Bordeaux Metropolitan Area,,38,,Co-Founder & CEO,Pollen Robotics · Permanent,Inria,6 yrs 6 mos,Internship Student,CEA,Université de Bordeaux,"Doctor of Philosophy - PhD, Robotics & AI @ INRIA Flowers Lab",Ecole Normale Supérieure de Cachan,"Diplome de l'École Normale Supérieure de Cachan, Ingénierie mécanique",Robotic Design,Humanoid,Solidworks,Matlab,Git,5,,"Interview with Scuola di Robotica, Genoa, Italy; Q+A session at Circuit Launch, Oakland, CA; Keynote and talks at robotics and AI conferences (implied by media presence)",,7.0,positive,,,,"Co-founded Pollen Robotics, a pioneer in open-source humanoid robotics integrating AI.; Pollen Robotics was selected in STATION F's Future 40 in November 2024 as one of the best-performing startups in France.; Pollen Robotics won second place in the ANA Avatar XPrize competition in 2022, earning a $2 million cash prize.; Pollen Robotics was enrolled in the Meta AI Startup Program in January 2024.; Matthieu Lapeyre was listed among the 'geniuses that make France shine' by Le Figaro.; Pollen Robotics was acquired by Hugging Face in 2025, expanding Hugging Face's robotics efforts.","Not publicly disclosed; company raised approximately €2.5 million before acquisition, but personal net worth of Matthieu Lapeyre is not publicly available.",high,L3,"Matthieu Lapeyre demonstrates strong technical expertise and research background with a PhD in Robotics & AI from a respected institution (INRIA Flowers Lab). His profile shows deep technical specialization in robotics and AI, particularly in humanoid robotics. As a co-founder of Pollen Robotics, he's transitioned from research to entrepreneurship, applying specialized technical knowledge to build a robotics company. The combination of advanced technical credentials, research experience, and founding experience places him solidly in the L3 category as a Technical Veteran, though without clear evidence of major exits or significant company scale that would justify a higher classification.",0.60
Pollen Robotics,Nicolas Rabault,"Founder, innovator, Roboticist and maintainer of Luos",https://fr.linkedin.com/in/nicolas-rabault-,"Bordeaux, Nouvelle-Aquitaine, France","I am a creator, an innovator, and an entrepreneur driven by creativity. Highly skilled learner, I can handle most engineering domains. I like to manage visionary projects and federate teams to solve deep technical problems.

Speaker at : 
 - TechCrunch Disrupt Startup Battlefield
 - NuttX international workshop
 - Live Embedded
 - ROScon FR

Autor at : 
 - techcrunch.com
 - open-source.com
 - embedded.com
 - thenewstack.io",36,,CTO & Co-founder,General Robotics · Self-employed,Luos,Self-employed · 7 yrs 1 mo,CTO,Nimbl'Bot,ingésup,"ingénieur, real time & embeded system",IUT ville d'avray,"DUT, GEII (génie électrique et informatique industriel)",Start-up,Stratégie d’entreprise,Parler en public,Collecte de fonds,Architecture des systèmes,4,,Podcast interview on 'Building Deep Tech with Ilir Aliu',,6.0,positive,,,,Principal maintainer of Luos; CTO & Co-founder of Pollen Robotics; Research Engineer at Inria,Not publicly disclosed,medium,L2,"Nicolas Rabault shows characteristics of an early-stage entrepreneur with some notable technical achievements and visibility in the robotics space. While he has founded multiple ventures (Pollen Robotics, General Robotics) and gained recognition through speaking engagements and technical contributions, there's no clear evidence of major exits, significant funding rounds, or scale achievements that would qualify for higher levels. His profile suggests he's a technically skilled founder with growing influence in the robotics/embedded systems community, but still in the early stages of building significant commercial success.",0.60
Factory,Matan Grinberg,CEO & Co-Founder at Factory,https://www.linkedin.com/in/matan-grinberg,"San Francisco, California, United States",,30,,CEO & Co-Founder,Factory,ML Research,Berkeley Lab,Research,Institute for Advanced Study,Princeton University,"Bachelor of Arts (AB), Physics",University of Cambridge,"Master of Advanced Study (MASt), Applied Mathematics and Theoretical Physics",,,,,,5,,"TheCUBE interview on Robotics & AI, June 2025; Podcast episode 'This AI Tool Can Build Any SaaS App in Minutes', May 2025",,8.0,positive,,,,"Co-founded Factory, a cutting-edge AI startup focused on automating software engineering tasks; Featured speaker at The Montgomery Summit; Factory recognized by Sequoia Capital and featured in major tech podcasts and media",Not publicly disclosed; no reliable estimate available,medium,L1,"Based on the available information, Matan Grinberg appears to be a first-time founder with a strong educational background but limited professional experience. The profile indicates he's currently a CEO & Co-Founder at Factory, which appears to be his first founder role. His Princeton Physics degree suggests strong analytical capabilities, but there's no evidence of prior startup experience, major exits, or significant operational roles that would qualify for higher levels. The classification as L1 (Nascent Founder with Potential) is supported by his academic credentials from an elite institution combined with his current first-time founder status.",0.60
Factory,Kal Grinberg,Design at Factory,https://www.linkedin.com/in/kal-grinberg-930871a6,"San Francisco, California, United States",,29,,Member of Design Staff,Factory · Full-time,Head of Product Design,SZNS · Full-time,UX Designer,Candy Digital · Full-time,Rhode Island School of Design,Industrial Design,,,Industrial Design,Adobe Creative Cloud,CAD/CAM Software,3D Printing,MIG Welding,0,,,0,1.0,neutral,,,,"Selected as a participant in the Newlab Founder Fellowship 2023 (with MyaHealth), supporting underrepresented urban tech founders; Co-founder of Factory, an AI startup backed by Sequoia; Co-founder of Akrolith, recognized for innovative merchandising solutions for indie game developers",Not publicly disclosed; no reliable estimate available,"Medium (some verified company and fellowship information, but limited financial or investment details available)",L1,"Based on the available information, this appears to be a nascent founder/professional with limited professional experience. The profile shows only one professional role at Factory in a design capacity, and their education at RISD suggests they are relatively early in their career. The lack of extensive work history, senior titles, or previous founding experience aligns with the L1 classification of a nascent professional with potential but limited proven experience.",0.60
Factory,Eno Reyes,CTO & Co-Founder at Factory,https://www.linkedin.com/in/enoreyes,"San Francisco, California, United States",Building Factory. We are hiring: https://www.factory.ai/careers,30,,CTO & Co-Founder,Factory · Full-time,Machine Learning Engineer,Hugging Face · Full-time,Software Engineer,Microsoft · Full-time,Princeton University,"Bachelor of Arts - BA, Computer Science",Pace Academy,High School Diploma,Swift,iOS Development,HTML,Java,Adobe Photoshop,5,,The Room Podcast interview (2025),,7.0,positive,,,,"Co-founder and CTO of Factory, previously worked at Hugging Face on language models",Not publicly disclosed,low,L1,"Based on the available information, this appears to be a first-time founder with limited professional experience. The profile shows only one professional role as CTO & Co-Founder at Factory, with no prior work experience listed. While the founder has strong educational credentials from Princeton University in Computer Science, which provides technical foundation, there's no evidence of prior startup experience, exits, or significant company scaling. The current role at Factory appears to be their first major professional position, placing them squarely in the L1 'Nascent Founders with Potential' category.",0.60
